Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
45906270,03/27/2020 01:19:52 PM,03/27/2020 01:19:52 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11355,58-27 146 STREET,146 STREET,58 ROAD,59 AVENUE,58 ROAD,59 AVENUE,ADDRESS,Flushing,146 STREET,,Closed,,An inspection of the property was conducted and no violations were found.,03/27/2020 01:19:52 PM,07 QUEENS,QUEENS,1033496,210284,Unspecified,QUEENS,,,,,,,,40.743720486166865,-73.82227999382856,"(40.743720486166865, -73.82227999382856)"
45759802,03/05/2020 01:22:44 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11221,BROADWAY,BROADWAY,BROADWAY,GREENE AVENUE,BROADWAY,GREENE AVENUE,,,,,In Progress,,,,03 BROOKLYN,BROOKLYN,1004893,191214,Unspecified,BROOKLYN,,,,,,,,40.69149095747367,-73.92556150301752,"(40.69149095747367, -73.92556150301752)"
53391940,02/16/2022 06:39:39 AM,02/16/2022 06:39:39 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10469,918 EAST  220 STREET,EAST  220 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST  220 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",02/16/2022 06:39:39 AM,12 BRONX,BRONX,1024080,260725,Unspecified,BRONX,,,,,,,,40.88221417012196,-73.85596126411998,"(40.88221417012196, -73.85596126411998)"
47278294,08/17/2020 02:42:59 PM,08/17/2020 02:42:59 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11224,2833 WEST   15 STREET,WEST   15 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST   15 STREET,,Closed,,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,08/17/2020 02:42:59 PM,13 BROOKLYN,BROOKLYN,988997,149964,Unspecified,BROOKLYN,,,,,,,,40.578291295557975,-73.98291136900771,"(40.578291295557975, -73.98291136900771)"
46403123,06/07/2020 08:11:25 PM,06/07/2020 08:11:25 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11218,474 EAST    7 STREET,EAST    7 STREET,AVENUE C,CORTELYOU ROAD,AVENUE C,CORTELYOU ROAD,ADDRESS,BROOKLYN,EAST    7 STREET,,Closed,,,06/07/2020 08:11:25 PM,12 BROOKLYN,BROOKLYN,991993,172491,Unspecified,BROOKLYN,,,,,,,,40.640121172894084,-73.97210030013572,"(40.640121172894084, -73.97210030013572)"
45975074,04/09/2020 01:10:30 PM,04/09/2020 01:10:30 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11369,102-19 29 AVENUE,29 AVENUE,MCINTOSH STREET,HUMPHREYS STREET,MCINTOSH STREET,HUMPHREYS STREET,ADDRESS,East Elmhurst,29 AVENUE,,Closed,,An inspection of the property was conducted and no violations were found.,04/09/2020 01:10:30 PM,03 QUEENS,QUEENS,1021143,216859,Unspecified,QUEENS,,,,,,,,40.76182733563585,-73.86682360699736,"(40.76182733563585, -73.86682360699736)"
51571460,08/18/2021 12:23:44 PM,08/18/2021 12:23:44 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11237,349 GROVE STREET,GROVE STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,GROVE STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",08/18/2021 12:23:44 PM,04 BROOKLYN,BROOKLYN,1008026,194262,Unspecified,BROOKLYN,,,,,,,,40.699849143741176,-73.91425317731067,"(40.699849143741176, -73.91425317731067)"
51653346,08/27/2021 12:13:44 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10305,27 PERSHING STREET,PERSHING STREET,PIAVE AVENUE,LINWOOD AVENUE,PIAVE AVENUE,LINWOOD AVENUE,,STATEN ISLAND,PERSHING STREET,,In Progress,,,,02 STATEN ISLAND,STATEN ISLAND,964333,156261,Unspecified,STATEN ISLAND,,,,,,,,40.59555419827817,-74.07171735654816,"(40.59555419827817, -74.07171735654816)"
52352705,10/29/2021 09:58:34 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11374,98-25 67 AVENUE,67 AVENUE,AUSTIN STREET,WETHEROLE STREET,AUSTIN STREET,WETHEROLE STREET,ADDRESS,REGO PARK,67 AVENUE,,In Progress,,,,06 QUEENS,QUEENS,1024437,203481,Unspecified,QUEENS,,,,,,,,40.72509375869385,-73.85501287353324,"(40.72509375869385, -73.85501287353324)"
46021413,04/18/2020 09:36:38 AM,04/18/2020 09:36:38 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10462,1848 RADCLIFF AVENUE,RADCLIFF AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,RADCLIFF AVENUE,,Closed,,An inspection of the property was conducted and no violations were found.,04/18/2020 09:36:38 AM,11 BRONX,BRONX,1023583,248513,Unspecified,BRONX,,,,,,,,40.84869820835592,-73.8578302565899,"(40.84869820835592, -73.8578302565899)"
51658072,08/27/2021 06:09:14 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11417,133-29 BOSS STREET,BOSS STREET,133 AVENUE,PECONIC STREET,133 AVENUE,PECONIC STREET,,OZONE PARK,BOSS STREET,,In Progress,,,,10 QUEENS,QUEENS,1029608,185833,Unspecified,QUEENS,,,,,,,,40.6766292104705,-73.83647577901883,"(40.6766292104705, -73.83647577901883)"
46065032,04/25/2020 07:42:23 AM,04/25/2020 07:42:23 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11423,87-10 204 STREET,204 STREET,BEND,BEND,BEND,BEND,ADDRESS,Hollis,204 STREET,,Closed,,An inspection of the property was conducted and no violations were found.,04/25/2020 07:42:23 AM,08 QUEENS,QUEENS,1049982,202804,Unspecified,QUEENS,,,,,,,,40.72308262971864,-73.7628583001829,"(40.72308262971864, -73.7628583001829)"
46077274,04/27/2020 10:11:44 AM,04/27/2020 10:11:44 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11217,45 SOUTH ELLIOTT PLACE,SOUTH ELLIOTT PLACE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,SOUTH ELLIOTT PLACE,,Closed,,An inspection of the property was conducted and no violations were found.,04/27/2020 10:11:44 AM,02 BROOKLYN,BROOKLYN,990955,190060,Unspecified,BROOKLYN,,,,,,,,40.68834502778306,-73.97582296562636,"(40.68834502778306, -73.97582296562636)"
46749848,07/04/2020 12:14:39 PM,07/04/2020 12:14:39 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10472,1117 NOBLE AVENUE,NOBLE AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,NOBLE AVENUE,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",07/04/2020 12:14:39 PM,09 BRONX,BRONX,1020414,240916,Unspecified,BRONX,,,,,,,,40.827860220462185,-73.86932560191612,"(40.827860220462185, -73.86932560191612)"
49640437,01/27/2021 12:21:15 PM,01/27/2021 12:21:15 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10029,301 EAST  111 STREET,EAST  111 STREET,PETRA ALLENDE WAY,1 AVENUE,PETRA ALLENDE WAY,1 AVENUE,ADDRESS,NEW YORK,EAST  111 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",01/27/2021 12:21:15 PM,11 MANHATTAN,MANHATTAN,1000897,228460,Unspecified,MANHATTAN,,,,,,,,40.793730317837195,-73.93987886183913,"(40.793730317837195, -73.93987886183913)"
51787948,09/07/2021 04:42:35 PM,09/07/2021 04:42:35 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11364,53-23 210 STREET,210 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,210 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",09/07/2021 04:42:35 PM,11 QUEENS,QUEENS,1048211,212963,Unspecified,QUEENS,,,,,,,,40.75097945771721,-73.76915092966915,"(40.75097945771721, -73.76915092966915)"
51346450,07/27/2021 12:21:05 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11361,34-42 200 STREET,200 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,,BAYSIDE,200 STREET,,In Progress,,,,11 QUEENS,QUEENS,1043207,218247,Unspecified,QUEENS,,,,,,,,40.76551742408287,-73.7871650359542,"(40.76551742408287, -73.7871650359542)"
51354909,07/27/2021 01:12:17 PM,07/27/2021 01:12:17 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11225,552 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,EAST NEW YORK AVENUE,,Closed,,An inspection of the property was conducted and no violations were found.,07/27/2021 01:12:17 PM,09 BROOKLYN,BROOKLYN,999667,180446,Unspecified,BROOKLYN,,,,,,,,40.66194588056164,-73.94443104444983,"(40.66194588056164, -73.94443104444983)"
48251497,11/26/2020 12:24:08 AM,11/26/2020 12:24:08 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10312,232 TALLMAN STREET,TALLMAN STREET,LIPSETT AVENUE,DEAD END,LIPSETT AVENUE,DEAD END,ADDRESS,STATEN ISLAND,TALLMAN STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",11/26/2020 12:24:08 AM,03 STATEN ISLAND,STATEN ISLAND,935778,133606,Unspecified,STATEN ISLAND,,,,,,,,40.53326056618915,-74.17437593810888,"(40.53326056618915, -74.17437593810888)"
52402222,11/03/2021 10:24:41 AM,11/03/2021 10:24:41 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11356,13-19 136 STREET,136 STREET,11 AVENUE,14 AVENUE,11 AVENUE,14 AVENUE,ADDRESS,COLLEGE POINT,136 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",11/03/2021 10:24:41 AM,07 QUEENS,QUEENS,1030550,225833,Unspecified,QUEENS,,,,,,,,40.78641430987055,-73.83280445130096,"(40.78641430987055, -73.83280445130096)"
51369643,07/29/2021 06:40:00 AM,07/29/2021 06:40:00 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10314,122 GAULDY AVENUE,GAULDY AVENUE,BEE COURT,FELTON STREET,BEE COURT,FELTON STREET,ADDRESS,STATEN ISLAND,GAULDY AVENUE,,Closed,,An inspection of the property was conducted and no violations were found.,07/29/2021 06:40:00 AM,02 STATEN ISLAND,STATEN ISLAND,937765,164775,Unspecified,STATEN ISLAND,,,,,,,,40.61882381925119,-74.16744214334923,"(40.61882381925119, -74.16744214334923)"
51370172,07/29/2021 01:12:22 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11369,22-28 100 STREET,100 STREET,DITMARS BOULEVARD,23 AVENUE,DITMARS BOULEVARD,23 AVENUE,,EAST ELMHURST,100 STREET,,In Progress,,,,03 QUEENS,QUEENS,1020056,219733,Unspecified,QUEENS,,,,,,,,40.7697201828429,-73.87073214522744,"(40.7697201828429, -73.87073214522744)"
46196674,05/15/2020 12:15:41 AM,05/15/2020 12:15:41 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11207,545 CENTRAL AVENUE,CENTRAL AVENUE,WEIRFIELD STREET,HALSEY STREET,WEIRFIELD STREET,HALSEY STREET,ADDRESS,BROOKLYN,CENTRAL AVENUE,,Closed,,An inspection of the property was conducted and no violations were found.,05/15/2020 12:15:41 AM,04 BROOKLYN,BROOKLYN,1008903,190711,Unspecified,BROOKLYN,,,,,,,,40.690100077524114,-73.91110332413697,"(40.690100077524114, -73.91110332413697)"
52544516,11/17/2021 04:33:42 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10470,4320 VAN CORTLANDT PARK EAST,VAN CORTLANDT PARK EAST,NAPIER AVENUE,EAST  238 STREET,NAPIER AVENUE,EAST  238 STREET,ADDRESS,BRONX,VAN CORTLANDT PARK EAST,,In Progress,,,,12 BRONX,BRONX,1019063,266787,Unspecified,BRONX,,,,,,,,40.89887364432777,-73.87407288951331,"(40.89887364432777, -73.87407288951331)"
52577991,11/20/2021 07:01:44 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11374,64-73 AUSTIN STREET,AUSTIN STREET,64 ROAD,65 ROAD,64 ROAD,65 ROAD,ADDRESS,REGO PARK,AUSTIN STREET,,In Progress,,,,06 QUEENS,QUEENS,1022678,204101,Unspecified,QUEENS,,,,,,,,40.72680332209717,-73.86135546301001,"(40.72680332209717, -73.86135546301001)"
52147758,10/11/2021 02:07:38 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11214,1959 80 STREET,80 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,80 STREET,,In Progress,,,,11 BROOKLYN,BROOKLYN,985452,161002,Unspecified,BROOKLYN,,,,,,,,40.60858957730142,-73.99567098031731,"(40.60858957730142, -73.99567098031731)"
52148864,10/11/2021 08:09:26 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10301,138 ROBERT LANE,ROBERT LANE,CRYSTAL LANE,DEAD END,CRYSTAL LANE,DEAD END,ADDRESS,STATEN ISLAND,ROBERT LANE,,In Progress,,,,01 STATEN ISLAND,STATEN ISLAND,958668,171649,Unspecified,STATEN ISLAND,,,,,,,,40.6377765043609,-74.0921742430123,"(40.6377765043609, -74.0921742430123)"
52149854,10/11/2021 07:03:41 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10301,138 ROBERT LANE,ROBERT LANE,CRYSTAL LANE,DEAD END,CRYSTAL LANE,DEAD END,ADDRESS,STATEN ISLAND,ROBERT LANE,,In Progress,,,,01 STATEN ISLAND,STATEN ISLAND,958668,171649,Unspecified,STATEN ISLAND,,,,,,,,40.6377765043609,-74.0921742430123,"(40.6377765043609, -74.0921742430123)"
51394580,07/31/2021 08:00:13 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10314,122 GAULDY AVENUE,GAULDY AVENUE,BEE COURT,FELTON STREET,BEE COURT,FELTON STREET,,STATEN ISLAND,GAULDY AVENUE,,In Progress,,,,02 STATEN ISLAND,STATEN ISLAND,937765,164775,Unspecified,STATEN ISLAND,,,,,,,,40.61882381925119,-74.16744214334923,"(40.61882381925119, -74.16744214334923)"
53124470,01/20/2022 05:49:19 PM,01/20/2022 05:49:19 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10466,1138 EAST  229 DRIVE SOUTH,EAST  229 DRIVE SOUTH,EAST 229 STREET,BEND,EAST  229 STREET,BEND,ADDRESS,BRONX,229 DRIVE SOUTH,,Closed,,An inspection of the property was conducted and no violations were found.,01/20/2022 05:49:19 PM,12 BRONX,BRONX,1026720,261694,Unspecified,BRONX,,,,,,,,40.88486145873233,-73.84640800692675,"(40.88486145873233, -73.84640800692675)"
51406689,08/01/2021 08:06:48 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10304,225 GORDON STREET,GORDON STREET,WARREN STREET,LAUREL AVENUE,WARREN STREET,LAUREL AVENUE,,STATEN ISLAND,GORDON STREET,,In Progress,,,,01 STATEN ISLAND,STATEN ISLAND,961175,165799,Unspecified,STATEN ISLAND,,,,,,,,40.62172638188086,-74.0831213015772,"(40.62172638188086, -74.0831213015772)"
46228622,05/17/2020 07:09:49 PM,05/17/2020 07:09:49 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11229,15 BEACON COURT,BEACON COURT,PLUMB BEACH CHANNEL SHORELINE,LOIS AVENUE,PLUMB BEACH CHANNEL SHORELINE,LOIS AVENUE,ADDRESS,BROOKLYN,BEACON COURT,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",05/17/2020 07:09:49 PM,15 BROOKLYN,BROOKLYN,1006572,153071,Unspecified,BROOKLYN,,,,,,,,40.58679256002356,-73.9196332355858,"(40.58679256002356, -73.9196332355858)"
51668382,08/28/2021 03:33:37 PM,08/28/2021 03:33:37 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11217,101 LINCOLN PLACE,LINCOLN PLACE,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,,Closed,,An inspection of the property was conducted and no violations were found.,08/28/2021 03:33:37 PM,06 BROOKLYN,BROOKLYN,990804,185720,Unspecified,BROOKLYN,,,,,,,,40.67643282912308,-73.97637166588098,"(40.67643282912308, -73.97637166588098)"
51672227,08/28/2021 01:25:09 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10314,122 GAULDY AVENUE,GAULDY AVENUE,BEE COURT,FELTON STREET,BEE COURT,FELTON STREET,,STATEN ISLAND,GAULDY AVENUE,,In Progress,,,,02 STATEN ISLAND,STATEN ISLAND,937765,164775,Unspecified,STATEN ISLAND,,,,,,,,40.61882381925119,-74.16744214334923,"(40.61882381925119, -74.16744214334923)"
51673131,08/29/2021 02:32:44 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11375,110-62 67 ROAD,67 ROAD,110 STREET,112 STREET,110 STREET,112 STREET,,FOREST HILLS,67 ROAD,,In Progress,,,,06 QUEENS,QUEENS,1027294,204920,Unspecified,QUEENS,,,,,,,,40.72903001636423,-73.84469617214239,"(40.72903001636423, -73.84469617214239)"
51428231,08/04/2021 07:10:04 AM,08/04/2021 07:10:04 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11414,155-18 FAIRFIELD PLACE,FAIRFIELD PLACE,155 AVENUE,77 STREET,155 AVENUE,77 STREET,ADDRESS,Howard Beach,FAIRFIELD PLACE,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",08/04/2021 07:10:04 AM,10 QUEENS,QUEENS,1024088,180905,Unspecified,QUEENS,,,,,,,,40.66312953255075,-73.8564055149234,"(40.66312953255075, -73.8564055149234)"
52154829,10/11/2021 08:11:12 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11385,59-29 PALMETTO STREET,PALMETTO STREET,FOREST AVENUE,60 PLACE,FOREST AVENUE,60 PLACE,ADDRESS,RIDGEWOOD,PALMETTO STREET,,In Progress,,,,05 QUEENS,QUEENS,1011285,196990,Unspecified,QUEENS,,,,,,,,40.70732750183838,-73.9024888321992,"(40.70732750183838, -73.9024888321992)"
53565115,03/05/2022 10:57:58 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10303,21 YALE STREET,YALE STREET,SPARTAN AVENUE,CEDARWOOD COURT,SPARTAN AVENUE,CEDARWOOD COURT,ADDRESS,STATEN ISLAND,YALE STREET,,In Progress,,,,01 STATEN ISLAND,STATEN ISLAND,938477,167133,Unspecified,STATEN ISLAND,,,,,,,,40.62529973254904,-74.16489346537006,"(40.62529973254904, -74.16489346537006)"
53409916,02/18/2022 01:19:37 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10462,1608 PAULDING AVENUE,PAULDING AVENUE,PIERCE AVENUE,VAN NEST AVENUE,PIERCE AVENUE,VAN NEST AVENUE,ADDRESS,BRONX,PAULDING AVENUE,,In Progress,,,,11 BRONX,BRONX,1024841,247415,Unspecified,BRONX,,,,,,,,40.84567883243412,-73.8532898512358,"(40.84567883243412, -73.8532898512358)"
53576815,03/06/2022 02:18:28 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11213,804 EASTERN PARKWAY,EASTERN PARKWAY,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,,In Progress,,,,09 BROOKLYN,BROOKLYN,1000492,183145,Unspecified,BROOKLYN,,,,,,,,40.669352559616186,-73.94145091728517,"(40.669352559616186, -73.94145091728517)"
53582172,03/07/2022 07:54:47 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11373,41-21 DENMAN STREET,DENMAN STREET,WHITNEY AVENUE,LAMONT AVENUE,WHITNEY AVENUE,LAMONT AVENUE,ADDRESS,ELMHURST,DENMAN STREET,,In Progress,,,,04 QUEENS,QUEENS,1019127,211213,Unspecified,QUEENS,,,,,,,,40.74633869813628,-73.87413024141222,"(40.74633869813628, -73.87413024141222)"
53586990,03/07/2022 08:20:59 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11373,41-21 DENMAN STREET,DENMAN STREET,WHITNEY AVENUE,LAMONT AVENUE,WHITNEY AVENUE,LAMONT AVENUE,ADDRESS,ELMHURST,DENMAN STREET,,In Progress,,,,04 QUEENS,QUEENS,1019127,211213,Unspecified,QUEENS,,,,,,,,40.74633869813628,-73.87413024141222,"(40.74633869813628, -73.87413024141222)"
53407439,02/18/2022 10:09:52 AM,02/18/2022 10:09:52 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11212,240 LOTT AVENUE,LOTT AVENUE,WATKINS STREET,MOTHER GASTON BOULEVARD,WATKINS STREET,MOTHER GASTON BOULEVARD,ADDRESS,BROOKLYN,LOTT AVENUE,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",02/18/2022 10:09:52 AM,16 BROOKLYN,BROOKLYN,1010711,179162,Unspecified,BROOKLYN,,,,,,,,40.658395468019954,-73.90462917125954,"(40.658395468019954, -73.90462917125954)"
51738472,09/03/2021 04:42:06 PM,09/03/2021 04:42:06 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11217,119 ST MARKS AVENUE,ST MARKS AVENUE,FLATBUSH AVENUE,CARLTON AVENUE,FLATBUSH AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",09/03/2021 04:42:06 PM,08 BROOKLYN,BROOKLYN,991863,186796,Unspecified,BROOKLYN,,,,,,,,40.679385358301886,-73.97255256752742,"(40.679385358301886, -73.97255256752742)"
52695831,12/03/2021 06:11:41 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11213,95 UTICA AVENUE,UTICA AVENUE,DEAN STREET,MOSES P COBB WAY,DEAN STREET,MOSES P COBB WAY,ADDRESS,BROOKLYN,UTICA AVENUE,,In Progress,,,,08 BROOKLYN,BROOKLYN,1003536,185400,Unspecified,BROOKLYN,,,,,,,,40.67553591913504,-73.93047147303474,"(40.67553591913504, -73.93047147303474)"
46437614,06/10/2020 01:50:19 PM,06/10/2020 01:50:19 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11692,567 BEACH   65 STREET,BEACH   65 STREET,THURSBY AVENUE,ALMEDA AVENUE,THURSBY AVENUE,ALMEDA AVENUE,ADDRESS,Arverne,BEACH   65 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",06/10/2020 01:50:19 PM,14 QUEENS,QUEENS,1041308,156603,Unspecified,QUEENS,,,,,,,,40.59633163207379,-73.79454235734323,"(40.59633163207379, -73.79454235734323)"
47129540,08/05/2020 07:36:05 AM,08/05/2020 07:36:05 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11224,2850 STILLWELL AVENUE,STILLWELL AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,STILLWELL AVENUE,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",08/05/2020 07:36:05 AM,13 BROOKLYN,BROOKLYN,989317,149885,Unspecified,BROOKLYN,,,,,,,,40.5780742789993,-73.98175946661651,"(40.5780742789993, -73.98175946661651)"
